oyster genome,poly(I:C) priming,Priming poly(I:C)/T0,,,,,,Challenge Poly(I:C)+OsHV-1/10DPP,,,,FSW control,Priming FSW/T0,,,,,,Challenge FSW+OsHV-1/10DPP,,,,annotation and putative function,,,Gene ontology
CGI_10028795,sustained,0,25.01245032,0.672245937,26.86107793,0.687191889,29.90975739,0,31.07528992,0,31.56981827,sustained,0,18.98452124,0,19.59057904,0.498046932,27.18717297,0.383274468,34.432698,0.43954947,34.74870222,Blastula protease 10,other,other,F:metal ion binding; P:proteolysis; F:cysteine-type endopeptidase activity; F:metallopeptidase activity
CGI_10006475,sustained,0,10.55209594,0.599727654,12.31936176,1.697225816,29.46409984,0,26.33662296,0,25.69093143,sustained,0,7.526372037,0,8.352918988,0.854260034,17.00912323,0,14.17703194,0,18.30364556,ATP-binding cassette sub-family A member 3,virus,other,F:ATPase activity; F:ATP binding; C:alveolar lamellar body membrane; P:metabolic process; C:integral component of membrane; P:transport; F:transporter activity
CGI_10013341,sustained,4.667490329,34.56379763,-0.409983461,29.02138598,-0.554036214,29.2535974,0,31.52198956,0,37.21418724,recall opposite,0,35.12576893,-0.568425088,27.39701611,0,38.7908866,0.425079884,50.22711236,0.310629788,45.20294412,fibropellin-1- partial,other,other,F:G-protein coupled receptor activity; P:G-protein coupled receptor signaling pathway; F:calcium ion binding; C:integral component of membrane; C:proteinaceous extracellular matrix
CGI_10009988,sustained,0,40.29111284,0,43.18828092,-0.727845213,29.05932807,0,38.85032596,0,32.51480959,priming specific,-0.368539404,35.85081832,0,41.17017378,0,53.08662559,0,43.58590418,0,46.19960872,atrial natriuretic peptide receptor 1-like,other,other,"P:cGMP biosynthetic process; P:peptidyl-tyrosine phosphorylation; P:dopamine metabolic process; F:guanylate cyclase activity; F:GTP binding; F:ATP binding; F:protein tyrosine kinase activity; P:positive regulation of cGMP biosynthetic process; P:negative regulation of smooth muscle cell proliferation; F:peptide hormone binding; P:intracellular signal transduction; C:guanylate cyclase complex, soluble; F:protein kinase binding; F:identical protein binding; P:single-multicellular organism process; P:receptor guanylyl cyclase signaling pathway; C:receptor complex; P:regulation of blood pressure; C:plasma membrane; F:adenylate cyclase activity; P:regulation of cardiac conduction; P:cellular response to granulocyte macrophage colony-stimulating factor stimulus; F:transmembrane signaling receptor activity; C:integral component of membrane; P:negative regulation of reproductive process; F:natriuretic peptide receptor activity"
CGI_10027528,sustained,0,21.6698813,0.43915491,22.46949262,0.654146542,29.0233964,0,19.89194953,0,24.97219233,sustained,0.40948829,23.57100536,0.330737407,22.06031368,0.314665834,23.6598868,0,24.00694938,0,22.72945403,ATP-binding cassette sub-family B member mitochondrial-like,virus,other,"F:ATP binding; F:ATPase activity, coupled to transmembrane movement of substances; P:transmembrane transport; C:mitochondrion; P:metabolic process; C:integral component of membrane"
CGI_10015041,sustained,0,40.1882189,0,39.7685688,-0.643022947,28.97926155,0,29.86738804,0,28.85921207,sustained,0,38.40936913,-0.287445037,35.29538776,-0.291109724,38.45774054,0,31.51040418,0,36.55176785,collagen alpha-2(VIII) chain-like [Crassostrea gigas],V/B,signaling,C:collagen trimer; C:integral component of membrane
CGI_10006359,sustained,0,15.49475262,0,18.94897787,0.71107693,28.88120967,0,22.98918874,0,31.45229628,sustained,0,15.95775858,0,13.70951339,0.590030228,27.4656942,0,29.28300694,0,28.54680079,Heat shock 70 kDa 12B,V/B,other,F:nucleotide binding; F:ATP binding
CGI_10012493,sustained,0.724771258,32.17588802,0.964093616,34.76484383,0.563658304,28.87855498,0,25.86414752,0,27.19001792,sustained,0,22.83726891,0.390341616,24.53154059,0.657248274,32.07442237,0,31.89888986,0,29.19689737,spastin isoform X3,other,other,F:nucleotide binding; C:nucleus; C:microtubule cytoskeleton; C:cytoskeletal part; C:membrane; P:cytoplasmic microtubule organization; F:microtubule-severing ATPase activity
CGI_10022481,sustained,0,70.46651653,0,68.50002761,-1.2718891,28.84414538,0,30.30745053,0,37.58779101,sustained,0,73.99109871,0,79.21671373,-0.477377407,53.77938119,0,39.52977054,0,48.80642405,Peptidase inhibitor 16,other,other,C:extracellular space; F:organic cyclic compound binding; F:heterocyclic compound binding; P:negative regulation of cell growth involved in cardiac muscle cell development; P:single-organism cellular process; P:transport; C:intracellular; C:membrane-bounded organelle
CGI_10011037,sustained,0,23.53397938,0,20.07071125,0.399581629,28.82605926,0,30.51761659,0,33.54701915,sustained,0,23.33668576,0,22.6563223,0.728087078,37.51246199,0,37.1130375,0,39.59692579,GPI inositol-deacylase,other,other,"F:hydrolase activity, acting on ester bonds; P:GPI anchor biosynthetic process; P:anatomical structure development; C:endoplasmic reticulum; C:membrane part; P:intracellular protein transport; P:multicellular organismal process; P:single-organism developmental process"
CGI_10017537,sustained,0,14.96281297,0.649649617,16.5044649,1.301993923,28.78321797,0,21.76094988,0,19.42230877,sustained,0,12.88965941,0,13.51115263,0.605705088,18.28788578,0,15.07902167,0,15.97357628,helicase with zinc finger domain 2-like isoform X1 [Crassostrea gigas],virus,IFN-like pathway and RLR recognition,F:ligand-dependent nuclear receptor transcription coactivator activity; P:regulation of nucleic acid-templated transcription
CGI_10018950,sustained,0,37.52104007,0,46.14221386,-0.683867475,28.74739666,0,27.58317988,0,38.68813634,priming specific,-0.450924526,32.13977726,-0.441401067,32.08241946,0,39.82453598,0,42.2561202,0,39.69173878,E3 ubiquitin- ligase MIB1-like isoform X1 [Crassostrea gigas],virus,apoptosis,F:ubiquitin-protein transferase activity; F:zinc ion binding; F:ligase activity; P:protein ubiquitination
CGI_10016698,sustained,0.764115456,23.89851143,1.017818597,25.97562569,1.012986804,28.63542162,0,23.90154678,0,26.47894569,sustained,0,16.21049045,0,14.6518889,0.294462306,17.92092699,0.354933663,22.19127893,0.761505142,28.68035667,flocculation FLO11-like isoform X2 [Crassostrea gigas],other,other,P:animal organ development
CGI_10021613,sustained,0,5.33821031,0,6.847452616,1.679489249,28.4900402,0,31.54973941,0,15.0060333,challenge specific,0,4.113707031,0,3.839686687,0,9.79883184,0,14.26077992,1.186375976,25.57674242,Prostaglandin E2 receptor EP4 subtype,other,other,F:G-protein coupled receptor activity; P:G-protein coupled receptor signaling pathway; C:integral component of membrane
CGI_10001070,sustained,0,11.673032,0,10.70119908,1.652340861,28.07055299,-0.992118607,11.03684285,0,24.83828975,sustained,0,7.576877354,0,8.145161488,2.464723647,54.48976553,-0.863337849,27.22798867,0,35.27440901,blastula protease 10-like,other,other,F:zinc ion binding; P:proteolysis; F:metalloendopeptidase activity
CGI_10006502,sustained,0.846022553,35.69816684,0.50990457,25.76236599,0.470432241,27.4602691,0,23.41968231,0,24.4621704,priming specific,0.849836871,35.46536344,1.036113225,39.91555065,0,24.50105452,0,24.47335124,0,24.15259753,tRNA wybutosine-synthesizing 5,other,other,"F:protein homodimerization activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors; P:wybutosine biosynthetic process; P:oxidation-reduction process; F:tRNA binding"
CGI_10011753,sustained,0.418998907,28.85661466,0,22.44686922,0.315283591,27.40472856,0,24.98373344,0,27.91235499,recall,0.411161755,28.25678383,0.3061841,25.94188744,0,20.52130611,0.458266229,27.12184954,0.478221574,26.85141685,phenylalanine--tRNA ligase beta subunit,other,other,F:magnesium ion binding; F:ATP binding; F:RNA binding; F:phenylalanine-tRNA ligase activity; P:phenylalanyl-tRNA aminoacylation; C:phenylalanine-tRNA ligase complex
CGI_10013140,sustained,0,20.05288707,0.354633903,21.82678799,0.53049277,27.29422223,0.567226436,39.97077811,0,32.70042608,challenge specific,0,16.16034012,0,16.70723765,0,17.46259375,0.879868552,31.96771655,1.94882903,64.83979819,Tripartite motif-containing 2,virus,IFN-like pathway and RLR recognition,F:zinc ion binding; C:intracellular
CGI_10012420,sustained,0,15.03593362,0.467275375,19.71842723,0.78738578,27.24454115,0,27.73964677,0,20.67647086,challenge specific,0,13.38474418,0,13.27077167,0,21.55714327,0,20.39502227,0.623846039,31.43840328,E3 ubiquitin- ligase DTX3L-like,virus,other,F:zinc ion binding; F:calcium ion binding
CGI_10005018,sustained,0,49.5203512,-0.337320298,37.49063909,-0.955684034,27.23170677,0,18.01787275,0,25.62300445,sustained,0,42.4269597,0,44.2137645,-1.882103875,14.47559579,0.66900392,22.71741479,0,15.62725622,deleted in malignant brain tumors 1 -like,bacteria,other,C:integral component of membrane; F:scavenger receptor activity; P:receptor-mediated endocytosis
CGI_10028026,sustained,0,19.54247285,0.565292443,24.89451206,0.550697535,27.16880702,0,24.15133293,0,26.10423917,challenge specific,0,15.162154,0,14.20119337,0,17.52885909,0.605501219,26.7137937,0.964390305,32.98614952,probable E3 ubiquitin- ligase DTX3,virus,other,F:zinc ion binding
CGI_10016512,sustained,0.924841157,12.24346176,1.526169215,16.35858541,2.228005034,27.03174997,0,21.41551789,0,23.25086857,challenge specific,0,7.887311459,0,6.692379218,0,8.592386177,0.894388233,19.23734592,1.681413216,29.78233501,Toll-like receptor 4,V/B,Toll/NF-kB pathway,P:signal transduction; C:membrane
CGI_10019843,sustained,0,13.13760893,0,13.42743296,0.893965991,27.01368888,0,21.99062557,0,27.5595062,sustained,0,13.00971053,-0.323798134,10.83087296,0.526698223,21.60196017,0,22.13369774,0,23.90102407,cell death abnormality 1-like,bacteria,other,F:DNA binding; C:membrane; C:integral component of membrane; P:DNA integration; P:DNA recombination
CGI_10003810,sustained,1.312427062,7.549227145,1.809439484,9.143356793,2.963239259,26.92439045,-0.812700825,13.96021806,-0.471670161,18.78785789,sustained,0.961323255,5.708159027,1.246656426,6.876947234,3.119669258,36.81706086,-0.86795582,18.69486322,-0.524080584,23.73957322,sodium- and chloride-dependent glycine transporter 1-like,other,other,P:neurotransmitter transport; F:neurotransmitter:sodium symporter activity; P:transmembrane transport; C:integral component of membrane
CGI_10020446,sustained,0,43.11827435,-0.744057064,30.68269769,-1.10593415,26.69327031,0,19.68544759,0,26.96506988,sustained,-0.427761856,40.76815475,-0.716262681,32.66212933,-0.507215515,41.73309946,0,29.92631249,0,30.2191886,armadillo repeat-containing 4-like,other,other,C:nucleus; C:membrane coat; P:vesicle-mediated transport; P:intracellular protein transport
CGI_10011171,sustained,0.758550215,18.71861612,1.069644267,21.07461702,1.276934152,26.37150255,0,27.16702407,0,27.59687949,sustained,0,10.5959354,0,9.263060664,0.721624824,18.6204858,0,23.51622477,0.806560664,31.34588682,Tripartite motif-containing 3,virus,IFN-like pathway and RLR recognition,F:zinc ion binding; P:intracellular protein transport; F:Ran GTPase binding; C:intracellular
CGI_10002981,sustained,0,32.52339007,0,30.07009936,-0.519333311,26.2766431,0,21.4668125,0,25.63736475,challenge specific,0,34.49419038,0,32.39224073,0,44.56370387,-0.474200919,30.10949138,-0.531070875,28.50777027,calbindin-32 isoform X1 [Tribolium castaneum],other,other,C:nucleus; F:calcium ion binding; P:regulation of cytosolic calcium ion concentration; C:cytosol; C:synapse; C:neuron projection
CGI_10025205,sustained,2.351197859,26.10839909,-0.616037728,21.75235129,-0.509153798,26.25784477,0,28.01277357,0,33.20547868,challenge specific,0,35.03978016,0,35.75235247,0,33.56342067,-0.417265933,23.56076109,-0.700837713,19.1627826,angiopoietin-1 receptor-like,other,other,C:integral component of plasma membrane; F:ATP binding; P:peptidyl-tyrosine phosphorylation; F:protein binding; P:blood vessel development; F:transmembrane receptor protein tyrosine kinase activity; P:signal transduction; P:mesoderm development
CGI_10016808,sustained,1.674528148,24.4848915,-0.683015693,20.05018939,-0.476203655,26.089092,0,16.03408953,0,26.43113816,sustained,-0.518910273,24.11921154,-1.273686778,13.85357255,-0.749686077,22.17755233,0,24.58499495,0,22.09567207,0,V/B,other,0
CGI_10019743,sustained,0,34.57963579,0,31.79530211,-0.543096855,26.02674265,0,24.52591463,0,23.36036671,challenge specific,0,39.22596616,0,35.32796233,0,34.69618154,-0.407168788,24.63561466,-0.368180923,25.0597296,endoglucanase 14-like [Crassostrea gigas],other,other,C:integral component of membrane; P:cellulose catabolic process; F:cellulase activity
CGI_10002994,sustained,0,18.44007466,0.626011088,22.12395967,0.699013244,25.76050973,0,25.15611091,0,22.72260895,challenge specific,0,15.01378121,0,12.15506625,0,18.14414077,0,20.09432362,0.618321645,26.29597193,heat shock 70 kDa 12A-like,V/B,other,0
CGI_10016513,sustained,0.737461731,16.10678961,1.171731333,19.97248249,1.389199123,25.61364511,0,27.13260072,0,26.96510539,challenge specific,0,9.526923251,0,10.60462189,0,11.84408874,0.560757054,17.15823659,0.919705666,21.29485432,Toll-like receptor 4,V/B,Toll/NF-kB pathway,P:signal transduction
CGI_10008190,sustained,-0.511635532,57.39059815,-1.009526349,48.86956523,-2.098013887,25.54771692,-1.725171343,6.418900006,0,14.48848559,sustained,-0.902081757,51.8992171,-1.275104802,42.04975776,-1.34702758,44.41894991,-1.199431369,17.81017015,-1.480453275,14.22424044,blastula protease 10- partial,other,other,F:zinc ion binding; F:protein tyrosine phosphatase activity; C:membrane; P:proteolysis; F:metalloendopeptidase activity; P:peptidyl-tyrosine dephosphorylation
CGI_10022014,sustained,2.845687263,25.43564167,0,25.38082009,-0.483064692,25.17807063,0,19.55176068,0,19.71465934,recall,-0.301288902,27.20436045,-0.305274601,26.94051959,0,41.8047793,-0.74634256,23.34117944,-0.888846338,20.81219956,solute carrier family 13 member 5-like isoform X1,other,other,P:sodium ion transport; P:transmembrane transport; C:integral component of membrane; F:transporter activity
CGI_10015605,sustained,0,19.50033328,0.68013527,21.5841972,0.769256564,25.15627728,0,21.34616693,0,26.09927743,challenge specific,0,17.63720565,0,14.80458928,0,12.69309796,0.774853248,21.80558109,0.92557656,23.32851849,digestive organ expansion factor homolog,other,other,"C:small-subunit processome; P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); F:U3 snoRNA binding; C:nucleolus; F:rRNA binding"
CGI_10027395,sustained,-2.35528922,121.2406328,-1.717483721,108.3597394,-4.903575909,25.01095932,1.366195717,70.78980942,1.451990134,90.76680388,sustained,-2.106701883,134.958028,-2.426635523,131.3885042,-4.862633625,14.90838885,1.21892499,54.71466066,2.911925877,117.6741703,78 kDa glucose-regulated,other,other,F:ATPase activity; C:myelin sheath; C:smooth endoplasmic reticulum; C:endoplasmic reticulum-Golgi intermediate compartment; P:positive regulation of embryonic development; P:ER overload response; C:endoplasmic reticulum lumen; F:ATP binding; P:cerebellar Purkinje cell layer development; C:extracellular exosome; C:focal adhesion; P:cellular response to interleukin-4; P:positive regulation of protein ubiquitination; P:maintenance of protein localization in endoplasmic reticulum; F:glycoprotein binding; C:endoplasmic reticulum chaperone complex; C:COP9 signalosome; P:proteolysis involved in cellular protein catabolic process; F:misfolded protein binding; F:protein domain specific binding; F:2-alkenal reductase [NAD(P)] activity; P:cerebellum structural organization; F:unfolded protein binding; F:cytokine activity; P:toxin transport; C:plasma membrane; P:cellular response to glucose starvation; C:cell surface; P:activation of signaling protein activity involved in unfolded protein response; F:ubiquitin protein ligase binding; F:ribosome binding; P:negative regulation of apoptotic process; C:mitochondrion; C:integral component of endoplasmic reticulum membrane; P:oxidation-reduction process; C:midbody; P:negative regulation of transforming growth factor beta receptor signaling pathway; P:positive regulation of cell migration
